code,date,market,buy_type,score_total,entry_close,max_high_20d,max_gain_20d,hit
00700,2024-07-05,HK,左侧,90.0,379.8,397.2,0.0458,False
01810,2024-08-01,HK,左侧,75.0,16.68,19.24,0.1535,True
02269,2024-08-30,HK,右侧,75.0,11.22,20.3,0.8093,True
00700,2024-09-20,HK,右侧,90.0,388.6,482.4,0.2414,True
02899,2024-09-24,HK,右侧,90.0,16.74,19.0,0.135,True
00700,2024-12-10,HK,右侧,90.0,411.2,431.0,0.0482,False
09988,2025-01-06,HK,左侧,75.0,82.15,99.65,0.213,True
02269,2025-01-15,HK,右侧,75.0,17.42,24.4,0.4007,True
09988,2025-01-20,HK,右侧,75.0,84.55,129.5,0.5316,True
02899,2025-05-21,HK,右侧,85.0,18.56,20.7,0.1153,True
03750,2025-06-16,HK,左侧,90.0,308.4,395.0,0.2808,True
00700,2025-07-15,HK,右侧,75.0,517.5,572.0,0.1053,True
03750,2025-08-27,HK,左侧,75.0,410.2,523.5,0.2762,True
03750,2025-08-29,HK,右侧,85.0,424.2,546.0,0.2871,True
00981,2025-11-11,HK,左侧,75.0,72.65,77.25,0.0633,False
00981,2025-11-18,HK,左侧,75.0,74.0,75.25,0.0169,False
00981,2025-11-20,HK,左侧,75.0,73.5,73.7,0.0027,False
03690,2025-11-26,HK,右侧,85.0,103.9,108.0,0.0395,False
01810,2025-12-24,HK,左侧,90.0,39.22,40.6,0.0352,False
00700,2026-01-05,HK,右侧,75.0,624.5,639.0,0.0232,False
00700,2026-01-12,HK,右侧,90.0,623.0,639.0,0.0257,False
00700,2026-03-12,HK,右侧,75.0,546.5,566.0,0.0357,False
02899,2026-03-12,HK,左侧,90.0,39.72,38.08,-0.0413,False
00700,2026-03-17,HK,左侧,90.0,550.0,552.0,0.0036,False
00700,2026-03-18,HK,左侧,90.0,550.5,529.5,-0.0381,False
